ignored_bits,iteration,run_time,solve_time,incorrect_bytes
10,1,260.25039863586426,6.365776062011719e-05,0
10,2,268.3970868587494,6.532669067382812e-05,0
10,3,362.53278970718384,6.628036499023438e-05,0
10,4,362.55240297317505,6.437301635742188e-05,0
10,5,363.97583532333374,6.699562072753906e-05,0
10,6,362.5890610218048,6.580352783203125e-05,0
10,7,364.76130056381226,6.437301635742188e-05,0
10,8,365.1036961078644,6.365776062011719e-05,0
10,9,366.09838604927063,6.508827209472656e-05,0
11,0,364.65439915657043,6.413459777832031e-05,0
11,1,367.0689146518707,6.914138793945312e-05,0
11,2,368.2385892868042,6.699562072753906e-05,0
11,3,366.4374556541443,6.389617919921875e-05,0
11,4,369.43912982940674,6.4849853515625e-05,0
11,5,369.2234869003296,6.4849853515625e-05,0
11,6,370.5181460380554,6.389617919921875e-05,0
11,7,373.4003279209137,6.4849853515625e-05,0
11,8,374.60463094711304,6.389617919921875e-05,0
11,9,384.7658619880676,6.604194641113281e-05,0
12,0,383.95327520370483,6.532669067382812e-05,0
12,1,382.51873993873596,6.365776062011719e-05,0
12,2,384.5277054309845,6.556510925292969e-05,0
12,3,382.90943217277527,6.4849853515625e-05,0
12,4,385.14838433265686,6.580352783203125e-05,0
12,5,385.1179118156433,6.699562072753906e-05,0
12,6,387.81295251846313,6.4849853515625e-05,0
12,7,386.87790536880493,6.4849853515625e-05,0
12,8,391.4225640296936,6.747245788574219e-05,0
12,9,388.76707100868225,6.580352783203125e-05,0
