ignored_bits,iteration,run_time,solve_time,incorrect_bytes
0,0,0.23470711708068848,5.817413330078125e-05,0
0,1,0.24921464920043945,6.103515625e-05,0
0,2,0.23726463317871094,5.888938903808594e-05,0
0,3,0.2477729320526123,5.841255187988281e-05,0
0,4,0.24390268325805664,5.936622619628906e-05,0
0,5,0.23664522171020508,5.8650970458984375e-05,0
0,6,0.2402970790863037,5.817413330078125e-05,0
0,7,0.23993849754333496,5.698204040527344e-05,0
0,8,0.2457127571105957,5.8650970458984375e-05,0
0,9,0.23775672912597656,5.745887756347656e-05,0
12,0,8.633012056350708,6.341934204101562e-05,0
12,1,8.610408306121826,6.389617919921875e-05,0
12,2,8.70498776435852,6.985664367675781e-05,0
12,3,8.669067859649658,6.556510925292969e-05,0
12,4,8.619322538375854,6.532669067382812e-05,0
12,5,8.592768430709839,6.604194641113281e-05,0
12,6,8.507242918014526,6.365776062011719e-05,0
12,7,8.655842065811157,6.461143493652344e-05,0
12,8,8.535910844802856,6.604194641113281e-05,0
12,9,8.63906455039978,6.413459777832031e-05,0
