keysize,iteration,run_time,solve_time,correct
1,0,0.07913517951965332,7.605552673339844e-05,1
1,1,0.07295608520507812,7.224082946777344e-05,1
1,2,0.07175326347351074,6.079673767089844e-05,1
1,3,0.07189607620239258,6.175041198730469e-05,1
1,4,0.07616496086120605,6.794929504394531e-05,1
1,5,0.07200193405151367,6.222724914550781e-05,1
1,6,0.07181429862976074,6.222724914550781e-05,1
1,7,0.07200288772583008,6.151199340820312e-05,1
1,8,0.07182765007019043,6.198883056640625e-05,1
1,9,0.07137870788574219,6.079673767089844e-05,1
2,0,0.16242098808288574,8.320808410644531e-05,1
2,1,0.09987878799438477,6.794929504394531e-05,1
2,2,0.11211156845092773,8.630752563476562e-05,1
2,3,0.11364626884460449,6.628036499023438e-05,1
2,4,0.10057783126831055,6.246566772460938e-05,1
2,5,0.11515212059020996,6.628036499023438e-05,1
2,6,0.1007242202758789,6.4849853515625e-05,1
2,7,0.11193203926086426,6.413459777832031e-05,1
2,8,0.11445188522338867,6.604194641113281e-05,1
2,9,0.18020272254943848,8.153915405273438e-05,1
4,0,0.16864943504333496,8.440017700195312e-05,1
4,1,0.17121219635009766,6.198883056640625e-05,1
4,2,0.17755842208862305,8.463859558105469e-05,1
4,3,0.1559157371520996,8.344650268554688e-05,1
4,4,0.1952838897705078,8.463859558105469e-05,1
4,5,0.17203497886657715,8.535385131835938e-05,1
4,6,0.1728510856628418,8.58306884765625e-05,1
4,7,0.16977882385253906,8.225440979003906e-05,1
4,8,0.1782994270324707,8.344650268554688e-05,1
4,9,0.18107056617736816,8.606910705566406e-05,1
8,0,0.3574352264404297,8.630752563476562e-05,1
8,1,0.33319687843322754,8.440017700195312e-05,1
8,2,0.30611610412597656,8.845329284667969e-05,1
8,3,0.4525289535522461,8.916854858398438e-05,1
8,4,0.31859588623046875,8.535385131835938e-05,1
8,5,0.30121302604675293,8.654594421386719e-05,1
8,6,0.31273365020751953,8.654594421386719e-05,1
8,7,0.2982470989227295,9.036064147949219e-05,1
8,8,0.35538482666015625,9.107589721679688e-05,1
8,9,0.34105443954467773,8.58306884765625e-05,1
16,0,0.5642740726470947,8.630752563476562e-05,1
16,1,0.5814435482025146,9.036064147949219e-05,1
16,2,0.7052440643310547,8.368492126464844e-05,1
16,3,0.6027786731719971,8.821487426757812e-05,1
16,4,0.5496447086334229,9.107589721679688e-05,1
16,5,0.5510804653167725,8.797645568847656e-05,1
16,6,0.7417290210723877,8.940696716308594e-05,1
16,7,0.6022298336029053,8.606910705566406e-05,1
16,8,0.583322286605835,0.00011849403381347656,1
16,9,0.5655984878540039,8.726119995117188e-05,1
32,0,1.1345715522766113,8.678436279296875e-05,1
32,1,1.2311513423919678,8.845329284667969e-05,1
32,2,1.343644380569458,9.131431579589844e-05,1
32,3,1.1985502243041992,9.083747863769531e-05,1
32,4,1.3184936046600342,8.726119995117188e-05,1
32,5,1.1960577964782715,8.749961853027344e-05,1
32,6,1.2307813167572021,8.630752563476562e-05,1
32,7,1.244361400604248,8.893013000488281e-05,1
32,8,1.336785078048706,8.845329284667969e-05,1
32,9,1.2279150485992432,8.630752563476562e-05,1
64,0,2.5810418128967285,8.630752563476562e-05,1
64,1,2.5415799617767334,8.821487426757812e-05,1
64,2,2.6110007762908936,8.678436279296875e-05,1
64,3,2.6022298336029053,8.463859558105469e-05,1
64,4,2.5028274059295654,8.606910705566406e-05,1
64,5,2.5375869274139404,9.1552734375e-05,1
64,6,2.244946002960205,8.869171142578125e-05,1
64,7,2.4293298721313477,8.678436279296875e-05,1
64,8,2.6336429119110107,8.869171142578125e-05,1
64,9,2.4815080165863037,8.58306884765625e-05,1
128,0,5.201635122299194,8.821487426757812e-05,1
128,1,5.305972099304199,8.940696716308594e-05,1
128,2,5.422564268112183,9.226799011230469e-05,1
128,3,5.484118461608887,9.179115295410156e-05,1
128,4,5.417544603347778,9.393692016601562e-05,1
128,5,5.599057674407959,9.036064147949219e-05,1
128,6,5.318705081939697,8.797645568847656e-05,1
128,7,5.560708045959473,8.869171142578125e-05,1
128,8,5.4574384689331055,9.059906005859375e-05,1
128,9,5.283886909484863,8.916854858398438e-05,1
256,0,12.46668791770935,9.489059448242188e-05,1
256,1,12.275577545166016,9.179115295410156e-05,1
256,2,12.225818157196045,0.00011658668518066406,1
256,3,12.394308805465698,9.465217590332031e-05,1
256,4,12.537046432495117,9.632110595703125e-05,1
256,5,12.227073669433594,9.489059448242188e-05,1
256,6,12.363872289657593,9.489059448242188e-05,1
256,7,12.386452674865723,9.1552734375e-05,1
256,8,12.595533847808838,9.799003601074219e-05,1
256,9,12.283939599990845,9.608268737792969e-05,1
