ignored_bits,iteration,run_time,solve_time,incorrect_bytes
0,0,0.48219776153564453,5.841255187988281e-05,0
0,1,0.503697395324707,6.008148193359375e-05,0
0,2,0.47449612617492676,5.888938903808594e-05,0
0,3,0.47275471687316895,5.888938903808594e-05,0
0,4,0.47248411178588867,5.9604644775390625e-05,0
0,5,0.4751863479614258,5.91278076171875e-05,0
0,6,0.47911667823791504,5.91278076171875e-05,0
0,7,0.4876542091369629,5.793571472167969e-05,0
0,8,0.48411059379577637,5.817413330078125e-05,0
0,9,0.4849395751953125,5.9604644775390625e-05,0
12,0,17.221051454544067,6.532669067382812e-05,0
12,1,17.17938804626465,6.365776062011719e-05,0
12,2,17.2599995136261,6.461143493652344e-05,0
12,3,17.179160594940186,6.29425048828125e-05,0
12,4,17.2008113861084,6.532669067382812e-05,0
12,5,17.227092266082764,6.198883056640625e-05,0
12,6,17.33648443222046,6.29425048828125e-05,0
12,7,17.737698316574097,6.580352783203125e-05,0
12,8,17.579610347747803,6.318092346191406e-05,0
12,9,17.663836002349854,6.246566772460938e-05,0
