ignored_bits,iteration,run_time,solve_time,incorrect_bytes
0,0,0.07097721099853516,6.222724914550781e-05,0
0,1,0.062474966049194336,5.4836273193359375e-05,0
0,2,0.06375432014465332,5.6743621826171875e-05,0
0,3,0.06366300582885742,5.53131103515625e-05,0
0,4,0.06721687316894531,5.4836273193359375e-05,0
0,5,0.06294655799865723,5.555152893066406e-05,0
0,6,0.06447410583496094,5.793571472167969e-05,0
0,7,0.0614161491394043,5.4836273193359375e-05,0
0,8,0.06432604789733887,5.626678466796875e-05,0
0,9,0.06275391578674316,5.936622619628906e-05,0
12,0,2.1130456924438477,6.151199340820312e-05,0
12,1,2.1220498085021973,6.389617919921875e-05,0
12,2,2.0988781452178955,6.389617919921875e-05,0
12,3,2.1043806076049805,6.318092346191406e-05,0
12,4,2.104844570159912,6.246566772460938e-05,0
12,5,2.10094952583313,6.413459777832031e-05,0
12,6,2.150862693786621,6.4849853515625e-05,0
12,7,2.0803141593933105,6.151199340820312e-05,0
12,8,2.0835461616516113,6.0558319091796875e-05,0
12,9,2.16237211227417,6.151199340820312e-05,0
