ignored_bits,iteration,run_time,solve_time,incorrect_bytes
0,0,0.12006497383117676,5.888938903808594e-05,0
0,1,0.11901664733886719,5.6743621826171875e-05,0
0,2,0.12520503997802734,5.602836608886719e-05,0
0,3,0.1225900650024414,6.508827209472656e-05,0
0,4,0.12801361083984375,6.008148193359375e-05,0
0,5,0.1226508617401123,5.8650970458984375e-05,0
0,6,0.12150073051452637,5.7220458984375e-05,0
0,7,0.12240004539489746,5.7220458984375e-05,0
0,8,0.12234830856323242,5.698204040527344e-05,0
0,9,0.12025284767150879,5.8650970458984375e-05,0
12,0,4.298166990280151,6.270408630371094e-05,0
12,1,4.277195692062378,6.508827209472656e-05,0
12,2,4.284759044647217,6.413459777832031e-05,0
12,3,4.284371376037598,6.318092346191406e-05,0
12,4,4.348371982574463,6.461143493652344e-05,0
12,5,4.363544225692749,6.413459777832031e-05,0
12,6,4.228973388671875,6.437301635742188e-05,0
12,7,4.335063457489014,6.29425048828125e-05,0
12,8,4.318211078643799,6.365776062011719e-05,0
12,9,4.235692024230957,6.151199340820312e-05,0
