ignored_bits,iteration,run_time,solve_time,incorrect_bytes
0,0,0.9770870208740234,5.745887756347656e-05,0
0,1,0.9730939865112305,5.9604644775390625e-05,0
0,2,0.9783897399902344,5.793571472167969e-05,0
0,3,0.9792578220367432,5.793571472167969e-05,0
0,4,1.0169103145599365,5.888938903808594e-05,0
0,5,0.995563268661499,6.008148193359375e-05,0
0,6,1.0142650604248047,5.91278076171875e-05,0
0,7,1.0117886066436768,5.817413330078125e-05,0
0,8,0.9874048233032227,5.7697296142578125e-05,0
0,9,1.0100653171539307,6.0558319091796875e-05,0
12,0,35.833850622177124,6.437301635742188e-05,0
12,1,35.69663190841675,6.461143493652344e-05,0
12,2,35.89050769805908,6.437301635742188e-05,0
12,3,35.795084714889526,6.580352783203125e-05,0
12,4,36.16439938545227,6.365776062011719e-05,0
12,5,35.840155601501465,6.079673767089844e-05,0
12,6,35.98792099952698,6.4849853515625e-05,0
12,7,37.64607071876526,6.747245788574219e-05,0
12,8,37.808382987976074,6.389617919921875e-05,0
12,9,37.92507553100586,6.318092346191406e-05,0
